Var1,Var2,Var3,Var4a,Var4b,Var4c,Var5,Var6,Var7,Var8,Var9,Var10,Var11,Var12,Var13,Ex.KLD Dryer
SEL,05/03/2018,0,1,0,0,77.16,1.00,66.68,1.44,68.06,5.45,39.29,20.01,13.26,15.57
SEL,05/03/2018,0,0,0,1,79.84,15.20,66.32,12.61,73.25,4.97,57.72,21.24,13.15,15.57
SEL,05/03/2018,0,0,0,1,79.90,15.06,66.34,12.48,73.34,4.98,57.74,21.09,13.39,15.57
SFM,05/01/2018,1,1,0,0,79.50,1.39,64.82,1.44,63.52,5.17,59.19,14.57,13.59,14.28
SFM,05/01/2018,1,1,0,0,79.01,1.54,65.22,1.46,63.43,4.92,59.55,15.43,13.76,14.28
WFF,20/01/2018,1,1,0,0,78.46,1.38,66.97,1.37,63.84,4.83,60.45,21.21,12.92,14.63
WFF,20/01/2018,1,1,0,0,78.58,1.41,66.90,1.42,64.45,4.80,60.94,20.58,13.47,14.63
WFP,09/01/2018,1,1,0,0,78.84,1.38,66.80,1.09,67.46,3.38,64.50,15.73,14.04,14.4
WFP,09/01/2018,1,1,0,0,79.03,1.57,66.36,1.26,68.20,3.85,65.14,15.16,13.25,14.4
WM,06/01/2018,1,1,0,0,78.17,1.48,66.15,1.40,62.67,4.79,59.24,16.61,13,13.82
WM,06/01/2018,1,1,0,0,78.07,1.29,66.24,1.44,62.79,4.49,58.44,16.67,13.22,13.82
WM,06/01/2018,1,1,0,0,78.19,1.24,66.39,1.44,63.77,4.49,59.80,17.30,13.58,13.82
YT,12/07/2018,1,1,0,0,79.26,0.88,67.00,1.37,70.58,2.31,82.33,9.42,13.3,15.42
YT,12/07/2018,1,1,0,0,79.20,0.87,66.74,1.53,70.47,2.38,81.74,9.25,13.04,15.42
YTMZ,20/01/2018,1,0,1,0,78.71,1.45,66.85,1.39,64.88,4.71,59.65,19.04,13.44,14.86
YTMZ,20/01/2018,1,0,1,0,78.75,1.47,66.81,1.38,64.93,4.67,59.53,19.09,13.5,14.86
YTMZ,20/01/2018,1,0,1,0,78.78,1.49,66.78,1.38,64.97,4.64,59.44,19.12,13.37,14.86
CJQ,10/01/2018,1,1,0,0,79.28,1.73,66.11,1.13,68.93,4.06,65.79,13.14,12.87,14.26
CJQ,10/01/2018,1,1,0,0,78.95,1.64,66.10,1.18,69.09,4.10,64.43,12.82,14.32,14.26
CJQ,10/01/2018,1,1,0,0,79.10,1.67,66.12,1.24,68.43,4.73,62.05,16.27,13.33,14.26
CRK,04/01/2018,1,1,0,0,79.20,1.47,65.59,1.42,63.95,4.84,60.65,15.56,12.9,14.29
CTL,23/02/2018,0,1,0,0,76.53,25.83,65.28,22.09,67.75,4.87,48.58,22.02,12.93,15.12
CTL,23/02/2018,0,1,0,0,76.39,21.57,65.14,18.46,67.62,5.15,46.92,22.31,13.49,15.12
CTM,16/08/2017,0,1,0,0,79.57,1.06,66.93,1.18,71.60,3.00,83.37,12.25,14.47,15.12
CTM,16/08/2017,0,0,0,1,79.95,13.77,67.30,11.57,72.57,3.13,82.59,11.82,14.07,15.12
CTM,16/08/2017,0,0,0,1,80.32,12.12,67.28,10.12,73.05,3.27,82.00,12.00,13.91,15.12
CTM,16/08/2017,0,0,0,1,80.38,11.94,67.26,9.95,73.10,3.31,81.86,12.22,14.1,15.12
CTM,16/08/2017,0,0,0,1,80.35,13.92,67.00,11.60,72.80,3.28,80.87,12.13,14.71,15.12
CTM,16/08/2017,0,0,0,1,80.35,13.92,67.00,11.60,72.80,3.28,80.87,12.13,14.54,15.12
CTM,16/08/2017,0,0,0,1,80.30,15.47,67.09,12.92,72.88,3.23,81.44,12.06,14.65,15.12
CTM,16/08/2017,0,0,0,1,80.31,15.33,67.10,12.80,72.89,3.21,81.45,12.04,14.34,15.12
DF,28/03/2018,0,1,0,0,80.72,1.28,66.62,1.24,75.82,2.94,60.02,15.70,13.53,13.95
DF,28/03/2018,0,1,0,0,80.80,1.26,66.30,1.14,74.53,3.75,67.98,16.69,13.39,13.95
DF,28/03/2018,0,0,1,0,80.38,20.09,66.17,16.55,74.15,4.24,64.72,18.24,12.58,13.95
DF,28/03/2018,0,0,1,0,80.28,17.14,66.32,14.18,74.12,4.21,63.55,18.76,13.52,13.95
DS,12/07/2017,0,1,0,0,83.73,30.71,66.89,1.20,70.68,2.55,77.62,11.51,14.24,14.97
DS,12/07/2017,0,1,0,0,81.84,25.22,67.00,1.17,70.18,2.52,77.78,11.25,12.92,14.97
DS,12/07/2017,0,0,0,1,80.06,18.34,66.69,14.25,72.35,3.14,76.89,13.30,14.4,14.97
DS,12/07/2017,0,0,0,1,80.00,17.94,66.74,13.97,72.33,3.12,77.23,13.22,14.45,14.97
SFM,06/01/2018,1,1,0,0,78.53,1.53,65.62,1.36,63.33,4.65,59.90,16.23,13.6,14.12
SFM,06/01/2018,1,1,0,0,78.17,1.48,66.15,1.40,62.67,4.79,59.24,16.61,13.82,14.12
WFF,20/01/2018,1,1,0,0,78.58,1.41,66.90,1.42,64.45,4.80,60.94,20.58,12.91,14.68
WFF,20/01/2018,1,0,1,0,78.71,1.45,66.85,1.39,64.88,4.71,59.65,19.04,12.61,14.68
WFP,09/01/2018,1,1,0,0,79.03,1.57,66.36,1.26,68.20,3.85,65.14,15.16,13.47,14.58
WM,06/01/2018,1,1,0,0,78.38,1.38,66.46,1.34,64.66,4.68,60.87,16.57,13.27,13.8
WM,06/01/2018,1,1,0,0,78.55,1.52,66.30,1.35,65.49,4.98,61.79,16.28,13.02,13.8
YTMZ,21/01/2018,1,0,1,0,78.83,1.46,66.75,1.42,65.30,4.45,59.46,18.83,13.65,14.71
YTMZ,21/01/2018,1,0,1,0,78.87,1.44,66.74,1.44,65.29,4.50,59.22,18.71,13.73,14.71
YTMZ,21/01/2018,1,0,1,0,78.74,17.42,66.56,14.78,64.71,5.11,55.12,19.40,13.08,14.71
CJQ,11/01/2018,1,1,0,0,79.26,1.64,66.14,1.35,67.96,5.17,60.33,19.20,13.53,14.38
CRK,05/01/2018,1,1,0,0,79.01,1.54,65.22,1.46,63.43,4.92,59.55,15.43,13.39,14.2
CTL,28/02/2018,1,1,0,0,76.50,0.90,65.60,1.75,67.40,5.17,42.24,22.77,14.37,15.34
CTM,16/10/2017,0,1,0,0,78.51,0.95,67.86,0.35,71.39,1.79,83.45,10.33,12.9,14.87
CTM,16/10/2017,0,1,0,0,78.61,0.97,67.17,1.36,71.29,2.29,80.83,13.15,12.92,14.87
CTM,16/10/2017,0,0,0,1,78.13,13.18,66.28,11.24,70.13,3.29,75.35,14.25,14.05,14.87
CTM,16/10/2017,0,0,0,1,78.10,13.04,66.36,11.16,70.08,3.28,75.61,14.23,13.77,14.87
CTM,16/10/2017,0,0,0,1,78.13,15.37,66.37,13.12,69.93,3.29,75.84,13.97,14.18,14.87
CTM,16/10/2017,0,0,0,1,78.16,15.23,66.35,12.99,69.90,3.29,75.91,13.97,13.5,14.87
CTM,16/10/2017,0,0,0,1,78.23,15.70,66.14,13.33,69.36,3.69,74.06,15.30,12.9,14.87
CTM,16/10/2017,0,0,0,1,78.23,15.59,66.14,13.23,69.32,3.72,73.98,15.32,13.47,14.87
DF,05/04/2018,0,1,0,0,80.10,1.24,66.50,1.26,73.94,4.28,59.67,19.19,13.91,13.89
DF,05/04/2018,0,1,0,0,80.26,1.26,66.40,1.28,74.05,4.14,59.73,19.24,14.22,13.89
DF,05/04/2018,0,0,0,1,81.50,13.41,66.39,10.94,75.64,4.13,59.04,17.71,13.64,13.89
DF,05/04/2018,0,0,0,1,81.50,13.09,66.41,10.68,75.54,4.14,59.51,17.74,14.07,13.89
DF,05/04/2018,0,0,0,1,81.26,15.78,66.32,12.90,75.06,4.11,63.22,17.83,14.44,13.89
DF,05/04/2018,0,0,0,1,81.25,15.61,66.33,12.77,75.05,4.13,63.38,17.83,14.18,13.89
DS,22/08/2017,1,1,0,0,79.34,1.29,67.48,0.71,72.01,2.62,83.49,10.68,14.29,14.82
DS,22/08/2017,1,0,1,0,79.43,1.28,67.41,0.73,72.05,2.61,83.14,10.43,14.54,14.82
SEL,17/04/2018,0,1,0,0,82.51,0.58,66.47,1.25,77.11,3.89,56.29,15.40,12.94,15.61
SEL,17/04/2018,0,1,0,0,82.39,0.65,66.23,1.34,76.74,3.95,55.46,14.50,12.78,15.61
SEL,17/04/2018,0,1,0,0,82.32,0.70,66.34,1.26,76.95,3.90,55.43,14.67,12.66,15.61
SEL,17/04/2018,0,0,0,1,81.29,17.14,66.29,14.00,74.89,4.15,65.27,17.26,13.11,15.61
SFM,06/01/2018,1,1,0,0,78.17,1.48,66.15,1.40,62.67,4.79,59.24,16.61,13.5,14.27
TF,06/01/2018,1,1,0,0,78.07,1.29,66.24,1.44,62.79,4.49,58.44,16.67,13.04,13.81
TF,06/01/2018,1,1,0,0,78.19,1.24,66.39,1.44,63.77,4.49,59.80,17.30,13.29,13.81
WFP,10/01/2018,1,1,0,0,79.28,1.73,66.11,1.13,68.93,4.06,65.79,13.14,13.78,14.35
YTMS,08/08/2017,0,1,0,0,81.21,0.87,66.41,1.08,73.24,2.63,77.69,14.47,13.76,15
YTMS,08/08/2017,0,0,0,1,79.82,14.20,67.09,11.93,72.18,2.74,81.70,11.51,14.44,15
YTMS,08/08/2017,0,0,0,1,79.85,13.91,67.08,11.68,72.23,2.77,81.60,11.54,14.12,15
YTMS,08/08/2017,0,0,0,1,80.33,17.46,67.00,14.56,72.79,3.17,80.93,12.11,14.58,15
YTMS,08/08/2017,0,0,0,1,80.34,16.61,67.05,13.86,72.85,3.13,81.28,12.01,14.5,15
YTMZ,28/01/2018,1,1,0,0,78.76,23.16,66.10,19.48,63.88,5.61,48.69,18.84,13.55,14.68
YTMZ,28/01/2018,1,0,1,0,78.74,21.80,66.24,18.39,63.76,5.65,48.72,19.12,13.72,14.68
CJQ,13/01/2018,1,1,0,0,79.41,30.44,66.58,25.53,66.48,5.06,57.15,21.44,13.43,14.46
CJQ,13/01/2018,1,0,0,1,79.77,17.11,66.17,14.16,71.48,5.77,62.02,21.04,13.38,14.46
CRK,06/01/2018,0,1,0,0,78.17,1.48,66.15,1.40,62.67,4.79,59.24,16.61,13.21,14.2
CRK,06/01/2018,0,1,0,0,78.07,1.29,66.24,1.44,62.79,4.49,58.44,16.67,13.32,14.2
CRK,06/01/2018,0,0,1,0,78.77,1.56,66.32,1.35,66.13,5.18,60.63,17.79,13.63,14.2
CTL,28/02/2018,1,1,0,0,76.50,0.90,65.60,1.75,67.40,5.17,42.24,22.77,13.97,15.45
CTL,28/02/2018,1,1,0,0,76.55,0.91,65.94,1.74,67.26,5.36,40.51,21.64,13.44,15.45
DF,20/04/2018,0,1,0,0,81.99,1.02,66.22,1.31,75.52,4.12,59.67,16.21,13.72,13.92
DF,20/04/2018,0,1,0,0,81.77,1.17,66.33,1.28,75.30,4.05,61.15,16.60,14.05,13.92
DF,20/04/2018,0,0,0,1,81.20,15.90,66.26,13.00,74.80,4.09,65.34,17.30,13.79,13.92
DF,20/04/2018,0,0,0,1,81.18,18.56,66.26,15.17,74.71,4.11,65.81,17.33,14,13.92
DF,20/04/2018,0,0,0,1,81.18,18.29,66.26,14.95,74.74,4.11,65.78,17.29,13.83,13.92
DS,26/08/2017,0,0,0,1,80.87,14.24,67.24,11.81,73.65,3.29,81.43,12.03,14.19,14.92
DS,26/08/2017,0,0,0,1,80.81,18.25,67.14,15.15,73.41,3.31,81.26,11.78,13.89,14.92
DS,26/08/2017,0,0,0,1,80.76,17.89,67.06,14.85,73.32,3.34,81.06,11.93,14.47,14.92
DS,26/08/2017,0,0,0,1,80.52,16.82,67.07,14.01,73.12,3.24,81.18,12.00,14.51,14.92
DS,26/08/2017,0,0,0,1,80.52,16.64,67.08,13.86,73.11,3.22,81.24,11.97,13.65,14.92
SEL,18/04/2018,0,0,0,1,81.26,17.13,66.29,14.00,74.82,4.14,65.80,17.37,13.53,15.69
SEL,18/04/2018,0,0,0,1,81.26,16.93,66.30,13.83,74.81,4.11,66.27,17.50,13.42,15.69
SEL,18/04/2018,0,0,0,1,81.29,18.87,66.32,15.42,74.90,4.10,66.49,17.36,13.31,15.69
SEL,18/04/2018,0,0,0,1,81.30,19.99,66.24,16.30,74.48,3.98,69.85,16.90,12.91,15.69
SEL,18/04/2018,0,0,0,1,81.29,19.82,66.23,16.16,74.45,3.97,69.97,16.85,13.39,15.69
SFM,07/01/2018,1,1,0,0,77.84,1.09,66.54,1.38,62.51,4.39,57.71,16.84,14.02,14.13
SFM,07/01/2018,1,1,0,0,78.07,1.11,66.65,1.37,63.92,4.42,59.76,17.64,13.97,14.13
TF,06/01/2018,1,1,0,0,78.19,1.24,66.39,1.44,63.77,4.49,59.80,17.30,13.63,14.09
TF,06/01/2018,1,1,0,0,78.38,1.38,66.46,1.34,64.66,4.68,60.87,16.57,13.27,14.09
WFP,11/01/2018,1,1,0,0,78.86,1.64,65.78,1.22,69.54,4.22,64.07,13.04,13.69,14.76
WM,09/01/2018,1,1,0,0,78.85,1.52,66.29,1.26,68.50,3.96,64.29,14.45,13.5,13.77
WM,09/01/2018,1,1,0,0,78.99,1.58,66.27,1.30,68.09,4.47,62.41,16.75,14.01,13.77
YTMS,06/10/2017,0,0,1,0,80.59,1.31,67.54,0.66,73.13,2.89,83.95,10.90,14.37,14.93
YTMS,06/10/2017,0,0,0,1,78.92,15.40,66.70,13.03,71.10,3.19,78.80,14.01,14.74,14.93
YTMS,06/10/2017,0,0,0,1,78.68,13.74,66.65,11.65,70.78,3.33,77.85,13.80,14.6,14.93
YTMZ,30/01/2018,0,1,0,0,78.63,24.74,66.14,20.87,63.22,5.93,45.42,17.83,13.87,14.9
YTMZ,30/01/2018,0,1,0,0,78.68,23.13,66.16,19.50,63.48,5.80,46.63,18.56,13.85,14.9
YTMZ,30/01/2018,0,0,1,0,78.72,21.79,66.13,18.36,64.30,6.01,48.57,19.25,13.41,14.9
YTMZ,30/01/2018,0,0,1,0,78.65,20.64,66.07,17.38,64.84,5.98,51.99,21.11,13.47,14.9
YTMZ,30/01/2018,0,0,1,0,78.50,17.37,65.84,14.60,66.34,5.79,55.25,21.43,13.7,14.9
CJQ,14/01/2018,1,1,0,0,79.35,33.82,66.74,28.45,66.48,4.77,57.90,21.09,13.6,14.44
CJQ,14/01/2018,1,1,0,0,79.13,30.33,66.49,25.50,65.86,4.86,58.27,20.73,13.6,14.44
CRK,07/01/2018,1,1,0,0,77.84,1.09,66.54,1.38,62.51,4.39,57.71,16.84,13.26,14.39
DS,15/09/2017,0,1,0,0,80.42,26.52,66.12,21.82,71.83,2.97,79.58,10.83,14,14.95
DS,15/09/2017,0,1,0,0,80.18,24.43,66.18,20.18,71.70,3.11,78.51,11.69,13.92,14.95
MTM,03/08/2017,0,1,0,0,80.87,34.45,66.53,28.36,72.90,3.01,74.84,11.61,13.79,14.77
MTM,03/08/2017,0,0,1,0,80.87,20.85,66.56,17.18,72.86,2.75,78.24,12.41,13.18,14.77
MTM,03/08/2017,0,0,1,0,80.77,19.93,66.53,16.43,72.71,2.69,78.45,12.07,13.58,14.77
SFM,07/01/2018,0,1,0,0,78.07,1.11,66.65,1.37,63.92,4.42,59.76,17.64,13.6,13.8
SFM,07/01/2018,0,0,1,0,78.68,17.99,66.41,15.20,65.66,5.31,59.10,18.77,13.72,13.8
WFP,12/01/2018,1,1,0,0,78.29,1.19,66.07,1.27,69.40,4.15,61.71,11.70,13.58,14.39
WFP,12/01/2018,1,1,0,0,78.92,1.60,66.14,1.35,67.93,5.27,58.31,18.14,13.6,14.39
WM,10/01/2018,1,1,0,0,79.10,1.67,66.12,1.24,68.43,4.73,62.05,16.27,13.67,14.5
YTMS,14/11/2017,0,0,1,0,78.88,21.83,66.91,18.54,71.68,2.51,75.15,12.13,14.03,13.88
YTMS,14/11/2017,0,0,0,1,78.26,18.73,66.48,15.97,69.80,3.30,76.06,13.42,13.89,13.88
YTMS,14/11/2017,0,0,0,1,78.26,18.34,66.43,15.63,69.79,3.29,76.08,13.48,13.34,13.88
YTMZ,04/02/2018,0,0,1,0,78.43,1.42,65.80,1.21,68.24,4.79,61.83,21.26,13.44,14.84
YTMZ,04/02/2018,0,0,0,1,77.68,8.77,66.00,7.48,68.61,5.20,52.19,23.70,14.09,14.84
YTMZ,04/02/2018,0,0,0,1,77.73,11.70,65.99,9.95,68.76,5.20,52.58,23.63,13.63,14.84
YTMZ,04/02/2018,0,0,0,1,77.74,11.57,65.97,9.85,68.83,5.21,52.60,23.50,13.46,14.84
CJQ,16/01/2018,1,1,0,0,78.84,1.36,66.28,1.68,65.15,4.74,60.21,19.28,13.48,14.47
CJQ,16/01/2018,1,1,0,0,78.73,1.35,66.38,1.59,64.15,5.24,57.46,19.90,13.2,14.47
CJQ,16/01/2018,1,1,0,0,78.43,1.48,66.39,1.63,63.73,5.34,57.04,19.74,13.65,14.47
CRK,07/01/2018,1,1,0,0,77.84,1.09,66.54,1.38,62.51,4.39,57.71,16.84,13.57,14.44
CRK,07/01/2018,1,1,0,0,78.07,1.11,66.65,1.37,63.92,4.42,59.76,17.64,13.1,14.44
DS,20/09/2017,0,1,0,0,79.51,1.16,66.68,1.30,71.08,3.23,76.29,12.71,13.63,14.85
DS,20/09/2017,0,0,0,1,80.22,14.82,67.11,12.40,72.83,3.04,81.48,12.01,13.81,14.85
DS,20/09/2017,0,0,0,1,80.25,14.47,67.14,12.11,72.80,3.03,81.70,11.88,14.22,14.85
MTM,12/08/2017,0,0,0,1,79.74,14.51,67.17,12.21,72.24,2.82,81.34,11.38,13.84,14.76
MTM,12/08/2017,0,0,0,1,79.80,14.20,67.18,11.94,72.35,2.98,81.55,11.48,13.42,14.76
MTM,12/08/2017,0,0,0,1,79.85,18.64,67.19,15.67,72.43,2.98,81.76,11.59,14.09,14.76
MTM,12/08/2017,0,0,0,1,79.96,17.98,67.21,15.10,72.51,3.02,81.95,11.63,13.54,14.76
MTM,12/08/2017,0,0,0,1,80.23,16.36,67.24,13.69,72.87,3.15,81.82,11.74,13.69,14.76
MTM,12/08/2017,0,0,0,1,80.32,16.44,66.97,13.70,72.75,3.21,80.66,11.97,13.65,14.76
SFM,08/01/2018,1,0,1,0,78.76,18.69,66.39,15.77,65.96,5.23,59.14,18.91,13.15,13.93
SFM,08/01/2018,1,0,1,0,78.72,18.00,66.44,15.20,65.66,5.34,59.15,19.13,13.64,13.93
TF,10/01/2018,1,1,0,0,79.28,1.73,66.11,1.13,68.93,4.06,65.79,13.14,13.39,14.22
WFP,12/01/2018,1,1,0,0,78.92,1.60,66.14,1.35,67.93,5.27,58.31,18.14,13.51,14.35
WFP,12/01/2018,1,1,0,0,79.20,1.57,66.35,1.35,67.40,5.32,58.30,20.28,13.81,14.35
WM,13/01/2018,1,1,0,0,79.66,1.53,66.49,1.38,66.39,5.55,56.60,23.23,14.01,14.57
YTMZ,05/02/2018,1,0,1,0,78.43,1.51,65.55,1.07,69.07,4.00,63.46,20.26,13.41,14.91
YTMZ,05/02/2018,1,0,1,0,78.43,1.48,65.50,1.08,69.02,3.96,62.83,20.59,13.4,14.91
YTMZ,05/02/2018,1,0,1,0,78.31,1.48,65.58,1.09,69.00,3.96,62.96,20.56,13.51,14.91
DS,11/10/2017,0,1,0,0,80.78,1.44,67.52,0.64,72.56,3.00,84.24,10.87,15,14.93
DS,11/10/2017,0,1,0,0,80.54,1.53,67.54,0.61,72.35,2.83,85.37,10.45,14.32,14.93
DS,11/10/2017,0,1,0,0,79.79,23.48,67.65,19.87,71.95,2.61,85.29,10.16,13.25,14.93
DS,11/10/2017,0,0,1,0,79.43,19.87,67.12,16.79,71.67,2.85,81.54,13.80,15.21,14.93
DS,11/10/2017,0,0,0,1,78.39,14.89,66.48,12.66,70.35,3.26,77.16,14.11,14.78,14.93
DS,11/10/2017,0,0,0,1,78.40,15.52,66.28,13.16,69.75,3.59,75.31,15.17,14.09,14.93
DS,11/10/2017,0,0,0,1,78.37,16.88,66.24,14.31,69.57,3.71,74.93,15.29,14.76,14.93
DS,11/10/2017,0,0,0,1,78.37,16.76,66.23,14.21,69.52,3.74,74.84,15.32,14.96,14.93
DS,11/10/2017,0,0,0,1,78.37,16.65,66.22,14.11,69.47,3.78,74.73,15.39,14.53,14.93
DS,11/10/2017,0,0,0,1,78.38,16.54,66.21,14.02,69.44,3.79,74.58,15.49,14.61,14.93
DS,11/10/2017,0,0,0,1,78.38,16.44,66.21,13.92,69.41,3.80,74.45,15.62,15.17,14.93
MTM,01/09/2017,0,0,0,1,80.66,18.08,67.03,15.03,73.19,3.29,81.18,12.27,13.61,14.77
MTM,01/09/2017,0,0,0,1,80.23,17.77,66.91,14.82,72.70,3.32,80.20,13.32,14.07,14.77
MTM,01/09/2017,0,0,0,1,79.78,17.69,66.81,14.81,72.12,3.42,79.74,13.28,14.28,14.77
MTM,01/09/2017,0,0,0,1,79.50,16.47,66.76,13.82,71.78,3.54,79.05,13.29,14.37,14.77
SFM,20/01/2018,1,1,0,0,78.31,1.60,67.05,0.90,62.05,5.26,59.29,21.61,13.57,14.14
TF,10/01/2018,1,1,0,0,79.28,1.73,66.11,1.13,68.93,4.06,65.79,13.14,13.42,14.28
TF,10/01/2018,1,1,0,0,78.95,1.64,66.10,1.18,69.09,4.10,64.43,12.82,14.01,14.28
WFP,13/01/2018,1,1,0,0,79.66,1.53,66.49,1.38,66.39,5.55,56.60,23.23,13.78,14.41
WM,13/01/2018,1,1,0,0,79.66,1.53,66.49,1.38,66.39,5.55,56.60,23.23,14.11,13.95
WM,13/01/2018,1,1,0,0,79.41,30.44,66.58,25.53,66.48,5.06,57.15,21.44,13.23,13.95
YTMZ,12/02/2018,1,1,0,0,77.91,1.54,65.80,1.26,69.14,3.84,62.24,20.04,13.35,14.91
YTMZ,12/02/2018,1,1,0,0,77.71,1.51,65.73,1.35,68.63,4.07,59.59,21.28,13.04,14.91
CJQ,18/01/2018,1,1,0,0,78.12,1.53,66.69,1.40,62.22,5.44,55.67,20.51,13.42,14.47
CJQ,18/01/2018,1,1,0,0,78.19,1.51,66.68,1.41,62.37,5.21,55.63,21.84,13.12,14.47
CJQ,18/01/2018,1,0,0,1,78.57,12.28,66.19,10.38,65.73,5.42,57.04,20.50,14.04,14.47
CJQ,18/01/2018,1,0,0,1,78.52,12.06,66.20,10.20,65.84,5.40,57.30,20.53,13.95,14.47
CRK,08/01/2018,1,1,0,0,78.20,0.96,66.64,1.45,64.88,3.85,60.36,17.95,13.77,14.33
CRK,08/01/2018,1,0,0,1,79.71,16.74,66.15,13.86,71.35,5.63,63.00,20.78,13.5,14.33
SFM,20/01/2018,1,1,0,0,78.37,1.52,66.85,1.22,62.43,4.88,57.40,23.67,13.38,14.06
TF,11/01/2018,1,1,0,0,78.86,1.64,65.78,1.22,69.54,4.22,64.07,13.04,13.64,14.32
TF,11/01/2018,1,1,0,0,79.20,25.69,66.27,21.50,67.50,5.01,59.46,19.33,13.72,14.32
WFP,14/01/2018,1,1,0,0,79.35,33.82,66.74,28.45,66.48,4.77,57.90,21.09,13.77,14.41
WM,14/01/2018,1,1,0,0,79.35,33.82,66.74,28.45,66.48,4.77,57.90,21.09,13.36,14.18
WM,14/01/2018,1,1,0,0,79.13,30.33,66.49,25.50,65.86,4.86,58.27,20.73,13.5,14.18
CJQ,20/01/2018,0,1,0,0,78.37,1.52,66.85,1.22,62.43,4.88,57.40,23.67,13.05,14.95
CJQ,20/01/2018,0,1,0,0,78.36,1.40,66.98,1.29,62.94,4.73,59.25,22.34,13.61,14.95
CRK,09/01/2018,1,1,0,0,78.84,1.38,66.80,1.09,67.46,3.38,64.50,15.73,13.68,14.41
SFM,21/01/2018,1,1,0,0,78.43,1.43,66.66,1.45,62.81,4.44,55.52,25.42,13.84,14.1
SFM,21/01/2018,1,1,0,0,78.39,1.30,66.95,1.45,63.38,4.37,59.24,22.69,13.6,14.1
TF,12/01/2018,0,1,0,0,78.92,1.60,66.14,1.35,67.93,5.27,58.31,18.14,13.85,14.74
TF,12/01/2018,0,0,0,1,79.68,16.60,66.22,13.76,71.34,6.03,60.11,21.18,13.52,14.74
WFP,14/01/2018,1,1,0,0,79.35,33.82,66.74,28.45,66.48,4.77,57.90,21.09,13.51,14.38
WFP,14/01/2018,1,1,0,0,79.13,30.33,66.49,25.50,65.86,4.86,58.27,20.73,13.27,14.38
WM,14/01/2018,0,1,0,0,79.13,30.33,66.49,25.50,65.86,4.86,58.27,20.73,13.76,14.05
WM,14/01/2018,0,0,0,1,78.18,14.02,66.19,11.90,66.26,5.27,55.66,21.22,13.53,14.05
WM,14/01/2018,0,0,0,1,79.69,16.71,66.22,13.85,71.39,6.02,60.13,21.22,13.31,14.05
YTMZ,17/02/2018,1,1,0,0,76.94,0.78,65.64,1.51,67.27,5.06,51.16,24.12,12.89,14.91
YTMZ,17/02/2018,1,1,0,0,76.91,0.76,65.91,1.53,67.38,4.90,50.38,22.90,12.86,14.91
YTMZ,17/02/2018,1,1,0,0,76.88,0.77,66.16,1.51,67.34,4.86,49.46,22.58,12.85,14.91
YTMZ,17/02/2018,1,1,0,0,76.93,0.85,66.16,1.52,67.45,4.84,48.28,22.10,12.89,14.91
YTMZ,17/02/2018,1,0,0,1,77.63,13.41,66.08,11.44,69.18,5.49,49.47,23.41,13.47,14.91
CJQ,21/01/2018,0,1,0,0,78.39,1.30,66.95,1.45,63.38,4.37,59.24,22.69,13.46,14.35
CRK,10/01/2018,1,1,0,0,79.28,1.73,66.11,1.13,68.93,4.06,65.79,13.14,13.87,14.57
DF,16/05/2017,0,0,1,0,81.96,1.52,66.23,1.31,75.76,4.70,66.43,16.01,13.77,15.11
DF,16/05/2017,0,0,1,0,81.90,1.48,66.26,1.27,75.71,4.65,66.40,16.09,13.53,15.11
SEL,06/05/2017,1,1,0,0,82.79,1.46,65.37,1.50,77.07,4.18,58.62,17.29,13.94,15.91
SEL,06/05/2017,1,1,0,0,81.17,1.86,65.51,1.54,75.44,4.33,60.52,16.14,13.83,15.91
SEL,06/05/2017,1,1,0,0,80.97,1.77,65.79,1.50,74.55,4.40,64.36,16.55,14.04,15.91
SEL,06/05/2017,1,1,0,0,80.92,1.74,65.74,1.47,74.55,4.35,64.36,15.60,13.31,15.91
SFM,21/01/2018,1,1,0,0,78.39,1.30,66.95,1.45,63.38,4.37,59.24,22.69,13.98,13.95
TF,12/01/2018,1,1,0,0,78.92,1.60,66.14,1.35,67.93,5.27,58.31,18.14,13.16,14.24
WFP,16/01/2018,1,1,0,0,78.84,1.36,66.28,1.68,65.15,4.74,60.21,19.28,13.71,14.45
WM,16/01/2018,1,1,0,0,78.84,1.36,66.28,1.68,65.15,4.74,60.21,19.28,13.87,14.59
WM,16/01/2018,1,1,0,0,78.73,1.35,66.38,1.59,64.15,5.24,57.46,19.90,13.76,14.59
YTMZ,21/02/2018,0,1,0,0,76.76,0.83,67.14,0.94,67.19,4.68,45.76,20.86,13.14,14.89
YTMZ,21/02/2018,0,0,0,1,77.73,14.29,66.10,12.17,69.43,5.52,49.35,23.48,12.95,14.89
YTMZ,21/02/2018,0,0,0,1,77.81,14.08,66.10,11.98,69.58,5.53,49.47,23.31,13.61,14.89
YTMZ,21/02/2018,0,0,0,1,77.90,13.88,66.08,11.79,69.75,5.55,49.61,23.16,13.62,14.89
CJQ,22/01/2018,1,1,0,0,78.54,1.22,67.08,1.49,65.25,4.34,63.50,17.92,13.28,14.81
CJQ,22/01/2018,1,1,0,0,78.72,1.32,66.93,1.54,65.80,4.23,63.30,17.86,13.16,14.81
CRK,10/01/2018,1,1,0,0,79.28,1.73,66.11,1.13,68.93,4.06,65.79,13.14,13.46,14.53
SEL,09/05/2017,0,0,1,0,81.37,22.53,66.27,18.35,75.14,4.02,66.89,15.00,14.11,15.97
